76
25	0.5
98	0.5
5	0.5
60	0.5
7	0.4
20	0.4
51	0.2
54	0.2
116	0.2
73	0.2
76	0.2
80	0.2
94	0.2
101	0.2
36	0.2
43	0.2
46	0.2
48	0.2
118	0.2
145	0.5
218	0.5
125	0.5
180	0.5
127	0.4
140	0.4
171	0.2
174	0.2
236	0.2
193	0.2
196	0.2
200	0.2
214	0.2
221	0.2
156	0.2
163	0.2
166	0.2
168	0.2
238	0.2
265	0.5
338	0.5
245	0.5
300	0.5
247	0.4
260	0.4
291	0.2
294	0.2
356	0.2
313	0.2
316	0.2
320	0.2
334	0.2
341	0.2
276	0.2
283	0.2
286	0.2
288	0.2
358	0.2
385	0.5
458	0.5
365	0.5
420	0.5
367	0.4
380	0.4
411	0.2
414	0.2
476	0.2
433	0.2
436	0.2
440	0.2
454	0.2
461	0.2
396	0.2
403	0.2
406	0.2
408	0.2
478	0.2
